"Name","Line","source","section","section_order"
"Cloud","This is the first time I've actually ever seen him. So... that's what he looks like...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Man","Let's see... The specimen Hojo asked me for is...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Man","Is this today's specimen?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Yes. We're starting right away. Raise it to the upper level.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","My precious specimen...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Precious specimen...?Is it going to be used for a biological experiment?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Jenova...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Jenova... Sephiroth's... So... they've brought it here.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Cloud, be strong!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Did you see it?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","See what?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","It's moving...... still alive?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Where's its $#&amp;*&amp;@ head? This whole thing's stupid. Let's keep goin'.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Aeris!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Aeris? Oh, is that her name? What do you want?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","We're taking Aeris back.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Outsiders......","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Shoulda noticed it earlier, you...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","There's so many frivolous things in this world.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Are you going to kill me? I don't think you should.The equipment here is extremely delicate. Without me, who could operate it? Hmm?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Ugh.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","That's right. I recommend you think things out logically before you make any rash moves.Now, bring in the Specimen!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Cloud, help!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","What do you think you're doin'?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Lending a helping hand to an endangered species... Both of them are on the brink of extinction...If I don't help, all these animals will disappear.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","...animal? That's terrible! Aeris is a human being!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","You're gonna pay!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Barret! Can't you do anything?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Awright!! Step back!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Stop!!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","Wh... what are you do-- Oh! My precious specimens...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Now's our chance to get Aeris!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Thanks, Cloud.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Cloud... what's wrong?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...The elevator is moving.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Hojo","This is no ordinary specimen. This is a very ferocious specimen!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red","He's rather strong. I'll help you all out.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","It talked!?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red","I'll talk as much as you want later, Miss.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","We'll take care of that monster.Somebody take Aeris somewhere safe...- Tifa, I'm countin' on you!- Barret, take care of her!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","What's your name?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red","Hojo has named me, Red XIII. A name with no meaning whatsoever to me. Call me whatever you wish.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Come on!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Aeris, you all right?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","She seems all right, ...in many ways.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","I have a right to choose, too. I don't like two-legged things.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","What are you?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","An informed question. But difficult to answer. I am what you see....You must have many questions, but first, let's get out of here. I'll lead the way.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Cloud... so you did come for me.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","I apologize for what happened back there. I was merely acting to throw Hojo off guard......","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Now we've saved Aeris, ain't no need to be in this buildin'! So let's get the hell outta here!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","If all five of us go together, we'll be noticed. Let's break up into two groups.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Man","No! Please don't kill me. I only did what Hojo told me to do.To prove it to you... here, this is the key card to the 68th Floor. Would I be doing this if I was the enemy?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","H, hey! What is it?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rude","Would you press 'Up' please?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Turks? Must be a trap...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tseng","It must have been a real thrill for you... Did you enjoy it?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Ggh...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","You all got caught, too?Where is Aeris!?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"President Shinra","In a safe place.She's the last surviving Ancient...Don't you know? They called themselves the Cetra, and lived thousands of years ago. Now they are just a forgotten page in history.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","Cetra... That girl, is she a survivor of the Cetra?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"President Shinra","Cetra, or the Ancients will show us the way to the 'Promised Land.' I'm expecting a lot out of her.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","The Promised Land? Isn't that just a legend?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"President Shinra","Even so, it's just too appealing to not to pursue.It's been said the Promised Land is very fertile....If the land is fertile...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Then there's gotta be Mako!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"President Shinra","Exactly. That is why our money sucking Mako Reactor is necessary.The abundant Mako will just come out on its own.That is where Neo-Midgar will be built. Shinra's new glory...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","@$#*^%! Quit dreamin'!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"President Shinra","Oh really, don't you know? These days all it takes for your dreams to come true is money and power.Well, that is all for our meeting.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rude","Come on! Outta his way!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Hold it! I got a lot I wanna say to you!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"President Shinra","If you need something else... talk to my secretary.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Psst (Can we get out?)","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","- (Leave it to me)- (Kinda hard)","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I wonder how Barret is doing","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Hey!Aeris is an Ancient and the real name of the Ancients is Cetra.The Ancients know where the Promised Land is and the Shinra is searching for that Promised Land.I only heard stories 'bout the Promised Land. I don't know if it really exists.Is that right?The Shinra believe that the Promised Land is full of Mako energy.Which means, if the Shinra get there, they'll suck up all the Mako energy....and the land'll wither away. The Planet's gonna get weaker.I can't just leave 'em be. I'm recruitin' new members!!Me, Tifa, Cloud... and Aeris too.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","You're so damn boring.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I wonder how Red XIII is doing","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","............Grandpa.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Grandpa!? Ha, ha, ha...... Grandpa, hmm...... ha, ha, ha......","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","What's so funny?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Nothin'...... ha, ha","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I wonder how Aeris is doing","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Cloud, are you there?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Aeris!? You safe?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Yeah, I'm all right.I knew that Cloud would come for me.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Hey, I'm your bodyguard, right?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","The deal was for one date, right?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","............oh, I get it.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","...!? Tifa! Tifa, you're there too!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","EXCUSE me.You know, Aeris. I have a question.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","What?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Does the Promised Land really exist?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","...I don't know.All I know is...The Cetra were born from the Planet, speak with the Planet, and unlock the Planet.And...... then...The Cetra will return to the Promised Land. A land that promises supreme happiness.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","...What does that mean?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","More than words...... I don't know.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...Speak with the Planet?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Just what does the Planet say?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","It's full of people and noisy. That's why I can't make out what they are saying.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","You hear it now?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","I, I only heard it at the Church in the Slums. Mother said that Midgar was no longer safe. That is... my real mother.Someday I'll get out of Midgar... Speak with the Planet and find my Promised Land....That's what mom said.I thought I would stop hearing her voice as I grew up, but...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Let's just get some sleep","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","......","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","The door's open... When did it open?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","What's wrong?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Something's wrong. Look outside.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","I wonder what happened...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","He should have the key on him...Come on, Tifa, get Aeris. I'll go help Barret and the others.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","How'd you get in? Why's the door open!?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","This's kinda eerie...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Must've been attacked by...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","The hell's goin' on'!?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","No human could've done this.I'll go on ahead.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","I'll clean up back here, so you guys go ahead. And don't get caught by Shinra!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Come on, let's follow Red XIII!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...Did it get away? Jenova...?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","Jenova Specimen... Looks like it went to the upper floor using that elevator for the specimens.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","It looks like it leads up...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","He's dead... The leader of Shinra, Inc. is dead...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Then this sword must be...!?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Sephiroth's!!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","...Sephiroth is alive?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...Looks like it. Only Sephiroth can use that sword.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Who cares who did it!? This is the end of the Shinra now!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Palmer","Uh!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","What happened?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Palmer","Se... Sephiroth. Sephiroth came.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Did you see him? Did you see Sephiroth?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Palmer","Yeah, I saw him! I saw him with my own eyes!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","You really saw him?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Palmer","Uh! Would I lie to you at a time like this!? And I heard his voice too!Um, he was saying something about not letting us have the Promised Land.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Then what?Does that mean that the Promised Land really exists and that Sephiroth's here to save it from Shinra?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","So he's a good guy then?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Save the Promised Land? A good guy? No way!!It's not that simple! I know him! Sephiroth's mission is different!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Rufus! &amp;*%$! I forgot about him!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Who's that?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Vice President Rufus. The President's son.I heard that he's been assigned somewhere else for a long time...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","I've heard that no one's ever seen him bleed or cry.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","I only know his name.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","I wonder what kinda person he is...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","So... So Sephiroth was actually here. ...By the way.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","Who are you guys?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I'm Cloud, former SOLDIER First Class!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","I'm from AVALANCHE!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Same here!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","...a flower girl from the slums.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII"," (growling)...a research specimen.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","What a crew.Well, I'm Rufus. The President of Shinra, Inc.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","You only President, 'cause yer old man died!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","That's right. I'll let you hear my new appointment speech....Old man tried to control the world with money. It seems to have been working.The population thought that Shinra would protect them.Work at Shinra, get your pay. If a terrorist attacks, the Shinra army will help you.It looks perfect on the outside.But, I do things differently.I'll control the world with fear. It takes too much to do it like my old man.A little fear will control the minds of the common people. There's no reason to waste money on them.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","He likes to make speeches just like his father.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Get outta this building with Aeris!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","What?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I'll explain later! Barret! This is the real crisis for the Planet!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","The hell's that supposed to mean?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I'll tell you later! Just take my word for it now! I'll go after I take care of him!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Awright, Cloud!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Cloud... I just thought of something.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","...I'll wait for Cloud! Everyone, get to the elevator!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Hmm, it's going to get pretty ugly from here on. We should check on our equipment.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","Why do you want to fight me?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","You seek the Promised Land and Sephiroth.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","Hm, exactly.Mm? Did you know that Sephiroth is an Ancient?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...A lot has happened. Anyway, I can't let either you or Sephiroth have the Promised Land!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","I see. I guess this means we won't become friends.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","Heh, heh, heh...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Rufus","Heh... That's all for today...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Where's Rufus?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","I couldn't finish 'em. Looks like this's gonna get complicated.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","Quickly! We'll escape out this way......Quickly, we can escape this way...Quickly, we have to get out of here...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","I'll go on ahead!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","You all get out while you can.It's not you they're after... it's me.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Yeah, well that ain't happenin'.You got caught up in this over Marlene. Now, it's my turn to watch out for you!Ok, playtime's over for you jackasses...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","...thank you, Mr. Barret!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Who you callin' Mr. Barret? That don't sound right!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","Well then...If you are through talking, may I suggest that we think of a way to get out of here.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Huh? Oh, oh yeah... You a cold man. Just like someone else 'round here I know.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","Did you say something?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Notta thing. So what're we gonna do?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Barret!!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Tifa! Where's Cloud?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","Everyone, over here!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Huh? What's up? Where's Cloud?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","I'll tell you later! Hurry, Hurry!!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Well, what do we do now?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Sephiroth is alive. I... I have to settle the score.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","And that'll save the Planet?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...Seems like it.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","Awright, I'm going!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","I'll go too. ...I have things that I want to find out.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","About the Ancients?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","......Many things.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","I guess this's good bye, Midgar.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Red XIII","I'm going back to my hometown. I'll go with you as far as that.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","...I guess this is the start of our journey...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","- You hate traveling?- It's dangerous. You sure you want to go?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","You know what? This is the first time I've ever left Midgar...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","- Really? ...You worried?- It's dangerous. You sure you want to go?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","We told Aeris's mom to go somewhere safe, so Marlene should be safe too.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","- Yeah, she should be- Hmm, I don't know","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","Then...- Let's stay here for a while- Let's go!","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","We need a group leader for our journey. 'Course only me could be the leader.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Tifa","You think so...?","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Aeris","It would have to be Cloud.","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Barret","^#$^%...... awright. Go Northeast to a town called Kalm. If something happens, we'll meet up there.'Sides, we can't have 5 people strolling down the fields. It's too dangerous. Split us into 2 parties...","https://www.yinza.com/Fandom/Script/08.html","The Shinra Building",8
"Cloud","...I got the feeling I'm forgetting something...Hey, would you stay there just a minute?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Redhead","Aw, c'mon! listen to me! Got anything interesting to say?......","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Old Man","Thanks to Shinra, Inc. developing Mako energy for us, everything's more convenient now.Maybe a little too convenient.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Black-haired Man","Tourists, huh?There are some things you should know that'll come in handy when you travel around the world......Want me to tell you what they are?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Cloud","- Tell me- I already know","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Man in Blue","I hear that the natural resources near the reactors are being sucked dry.We're better off with them bringing in the Mako energy.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Man","I heard President Shinra was killed. And his son Rufus, the new president, was badly hurt.Hey, I bet that's news to you?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Cloud","- Hey you're pretty clued!!- Don't care...","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Man","Shinra is leading the world around by the nose, and you guys are just gonna sit back and take it?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Woman","The famous floating city, Midgar... Just once I'd love to see it in person.South of this town past the Mythril Mine and far to the west is a Shinra harbor called Junon.They say there's a reactor and many tall buildings there. I hope to see it someday.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Woman","Thanks to Mako energy, life's pretty darn convenient. Thanks to Shinra.Don't you think?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Cloud","- Yeah, maybe- You're full of it","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Woman","Yeah, Mako energy's made our lives much easier. And it's all thanks to Shinra, Inc.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Girl Upstairs","Mako energy's made things a lot more convenient......But seems like a lot of plants and animals have been disappearing at a rapid pace.I think the old life was better.Don't you think so?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Cloud","- Yeah, maybe- No way","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Girl Upstairs","I thought things were better when I was able to play with animals......","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Old Man","Did you say you came from Midgar?I used to live there, too. But I hear they got lots of troubles lately.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Woman","There was a suspicious-looking man in a black cloak! He was carrying a wicked-looking sword.Why doesn't anyone believe me? I'm all alone...","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Girl","......My older brother's so stupid. He's so embarrassing I could just puke!","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Boy","When I grow up I'm gonna be in SOLDIER. That's why I'm training hard now!!Hyah, hayah, eagghh!","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Woman","Is it true that Shinra made a Monster?","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Cloud","- It's true- Just a rumor","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Woman"," (she says the same thing regardless)Yeah, well either way, as long as we're using the reactor, we can't stand up to Shinra.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Kalm Traveler","The world's at peace... all's well.I got my health, and enough to eat... all's well.","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
"Kid outside Bar","My old man was a miner, but he couldn't go to work after monsters started appearing in the Mythril Mine.Now all he does is sit around getting drunk in the bar...","https://www.yinza.com/Fandom/Script/09.html","Kalm - Cloud's Story",9
